,number,Text processed
957,ATEL #11369,"We report the following spectroscopic classifications for the transients detected by the All Sky Automated Survey for SuperNovae (ASAS-SN), i.e., ASASSN-18dv/SN 2017yj (ATel#11368) and ASASSN-18dm/SN 2017yc (ATel#11343). All the spectra were obtained on UT 2018 Feb.28.5 - Feb.28.7 with the 2.4-m telescope (+YFOSC) at Lijiang Observatory of Yunnan Observatories. Based on the spectral comparison tools SNID (Blondin & Tonry, 2007, ApJ, 666, 1024) the classifications were given as: (1) The spectrum of ASASSN-18dv/SN 2017yj matches with the normal type Ia supernova SN 2007ca at t = +3 days relative to the maximum light. Given a redshift of 0.035 (from the SNID fit) for its host galaxy, an expansion velocity of about 10300 km/s can be deduced from the Si II 635.5 absorption minimum; (2) The spectrum of ASASSN-18dm/SN 2017yc matches with the normal type Ia supernova SN 1999ek at t = +3 days relative to the maximum light. Given a redshift of 0.035 (from the SNID fit) for its host galaxy, an expansion velocity of about 10000 km/s can be deduced from the Si II 635.5 absorption minimum."
958,ATEL #11370,"We obtained optical spectra (range 360-870 nm) of SN 2018yo (= SNhunt353), discovered by the Catalina Real-Time Transient Survey Transient Survey and Nikolay Mishevskiy, on UT Feb.28.83 2018 with the 2.4m telescope (+YFOSC) at Lijiang Observatory of YNAO. The spectrum is consistent with that of a type IIP supernova at a few weeks after the maximum light. Cross-correlation with a library of supernova spectra using the ""Supernova Identification"" code (SNID; Blondin and Tonry 2007, Ap.J., 666, 1024) shows that it matches with SN 2006bp at t = +25 days from the maximum light. After correcting for a redshift of 0.0134 for its host galaxy UGC 7840, an expansion velocity of about 10000 km/s can be derived from the absorption minimum of Ha line."
959,ATEL #11363,"We obtained a spectrum of ASASSN-18dk/AT 2018xy (ATEL #11343) on 2018 February 26.9 UT with the RSS mounted on the South African Large Telescope (SALT) at the South African Astronomical Observatory, under the SALT Large Programme on transients (2016-2-LSP-001). Using Superfit (Howell et al. 2005, ApJ, 634, 1190) and SNID (Blondin & Tonry, 2007, ApJ, 666, 1024), we find reasonable fits to post-peak Type Ia supernovae at the redshift of the host galaxy (z~0.03; The 2MASS Redshift Survey via NED). The spectrum is available on the <a href="" "">Transient Name Server</a>."
960,ATEL #11364,"We report on SALT high-resolution spectroscopy of nova ASASSN-18ds, which was discovered by Stanek et al. (2018; ATel #11348) on 2018 February 24.36 UT and was reported as a classical nova by Schmidtobreick et al. (2018; ATel #11360) on 2018 February 26.96 UT. Here we present a detailed description of the high-resolution spectroscopy. We obtained a 1200 s spectrum of this nova under the SALT Large Science Program on transients on 2018 February 27.08 (UTC; HJD 2458176.57), using the High Resolution Spectrograph (HRS; Crause et al. 2014, Proc. SPIE, 91476) mounted on the Southern African Large Telescope (SALT). Observations were taken in the LR mode of HRS, covering a spectral range of 3800-8900 &#8491; at a resolution of R = 14,000. The data were reduced with the SALT HRS MIDAS pipeline (Kniazev et al. 2016, MNRAS 459, 3068). The spectrum is dominated by narrow emission lines of H I, Fe II, O I, Ca II, Mg I, Mg II, and Si II (see below a full list of the line identification). The lines have P Cygni and rounded profiles, characteristics of optically thick ejecta. We measure a FWHM of ~550 &plusmn; 50 km/s for H&#945; and a FWHM of ~470 &plusmn; 50 km/s for H&#946;). The absorption components are blue-shifted by ~240 &plusmn; 30 km/s. The line profiles and their widths are consistent with the conclusion of Schmidtobreick et al. (2018; ATel #11360) that the nova is still rising to maximum. We expect that future spectroscopic follow-up show narrower lines with weaker or possibly no emission profiles, while the nova eruption approaches the visual maximum. We identify the interstellar Na I (D2) and (D1) absorption features. Their large equivalent width (EW D2 ~ 1.6&#8491; and EW D1 ~ 1.48&#8491;) indicates that the nova is highly reddened. This is consistent with its low Galactic latitude. Line identifications: H I (Balmer): 4102, 4340, 4861 and 6563&#8491; Ca II: 8498, 9542, and 8662&#8491; Mg I: 5528&#8491; Mg II: 4481 and 7896&#8491; Si II: 6347 and 6371&#8491; O I: 7773 and 8446&#8491; Fe II lines: Multiplet (27): 4233, 4303, 4352, 4385, and 4417&#8491; Multiplet (37): 4491, 4515, 4556, and 4629&#8491; Multiplet (38): 4508, 4523, 4549, and 4584&#8491; Multiplet (42): 4924, 5018 and 5169&#8491; Multiplet (48): 5265, 5317, 5363,and 5414&#8491; Multiplet (49): 5198, 5235, 5276, 5317 and 5425&#8491; Multiplet (55): 5535&#8491; Multiplet (73): 7462 and 7712&#8491; Multiplet (74): 6148, 6248, 6417 and 6456&#8491; Possible lines: H I (Paschen): 8454, 8598 and 8750&#8491; Relatively strong unidentified emission features at: 7420, 7440, 7875, 7466, 8627, 8682, 8717, and 8723&#8491; Relatively weak unidentified emission features at: 4130, 4617, 5039, 5055, 5100, 5127, 5434, and 5490&#8491; Relatively strong unidentified absorption features at: 5779, 6795, 6283, and 6613&#8491; Relatively weak unidentified absorption features at: 4725, 4818, 4842, 4962, 5417, 5671, 5702, 6201, 6660, 6670, 6697, 6715&#8491;"
961,ATEL #11365,"Stanek et al. (ATel #11348) recently reported on the detection of a likely Galactic Nova in the Milky Way disk, confirmed by spectroscopic observations at ESO NTT and SALT telescopes (Schmidtobreick et al. 2018, ATel #11360; Aydi et al. 2018, ATel #11364, respectively). ASASSN-18ds is located at coordinates RA, DEC (J2000) = 17:03:47.509, -38:16:57.14, corresponding to l, b = 347.384, 1.925, within the area covered by the VVV Survey in the Galactic disk (vvvsurvey.org; Minniti et al. 2010, New Astronomy, 15, 433). Multiband near-IR VVV observations taken in 2010 show the presence of a source 1.3 arcsec away from the reported target position. During the 2010-2013 seasons VVV Ks-band observations of the likely progenitor of Nova ASASSN-18ds show no significant variation in brightness with mean_Ks=14.54+/-0.03, which is within the VVV photometric errors at these magnitudes. Other nearby sources found in the VVV data down to the limiting magnitude of Ks=18.1 mag in the field are more distant (about 4 arcs apart) from the reported target position. According to Schlafly et al. (2011, ApJ 737, 103S) the mean extinction for the region around the source position is A_V=7.38 mag, corresponding to A_K=0.87 mag, assuming the Cardelli et al. (1989, ApJ, 345, 245) extinction law. VVV coordinates and magnitudes for the likely progenitor of Nova ASASSN-18ds are listed below. We note that the photometric flags indicate a possible contamination by an undetected blended source. VVV ID: VVV J170347.58-381658.3 RA, DEC (J2000) = 17:03:47.559, -38:16:58.31 L, B = 347.3874, 1.9309 VVV multi-band data Band Ks-mag Ks-err flag Z = 17.381+/-0.017 +1 Y = 16.606+/-0.016 +1 J = 15.732+/-0.015 +1 H = 14.965+/-0.015 +1 Ks = 14.558+/-0.016 +1 VVV Ks-band variability data MJD Ks-mag Ks-err flag 55374.21630277 14.558+/-0.016 +1 55428.14744049 14.544+/-0.023 +1 55434.14087105 14.550+/-0.022 +1 55766.21068887 14.520+/-0.029 +1 55769.20922439 14.568+/-0.027 +1 55780.11150854 14.536+/-0.022 -2 55803.01784942 14.534+/-0.023 +1 56090.22195304 14.555+/-0.021 +1 56096.16484719 14.465+/-0.020 +1 56105.07454494 14.515+/-0.026 +1 56112.07906054 14.475+/-0.018 +1 56114.01557428 14.568+/-0.022 +1 56115.04735228 14.516+/-0.020 +1 56126.22693012 14.556+/-0.024 +1 56470.24303955 14.585+/-0.025 +1 56473.14880138 14.558+/-0.020 +1 56474.08923339 14.540+/-0.021 +1 56486.13952338 14.539+/-0.021 +1 56497.09318649 14.584+/-0.024 +1 56511.03620023 14.549+/-0.024 +1 56512.05967214 14.540+/-0.024 +1 56512.17139243 14.553+/-0.024 +1 56513.05582285 14.522+/-0.024 +1 56513.13269333 14.596+/-0.025 +1 56514.08213266 14.603+/-0.029 +1 56515.06366720 14.484+/-0.023 +1 56522.02125391 14.525+/-0.023 +1 56524.11743066 14.505+/-0.022 +1 56525.05432194 14.528+/-0.023 +1 56525.12538349 14.547+/-0.023 +1 56526.06090606 14.592+/-0.025 +1 56527.07177302 14.532+/-0.022 +1 56536.99696866 14.612+/-0.036 +1 56537.04268127 14.539+/-0.026 +1 56537.11685762 14.523+/-0.025 +1 56538.00929730 14.542+/-0.024 +1 The VVV data are in the natural VISTA Vegamag system. Photometric flags are described in Saito et al. 2012 (A&A, 537, A107): -1 corresponds to a stellar object, whereas +1 to a non-stellar source. We gratefully acknowledge use of data from the ESO Public Survey programme ID 179.B-2002 taken with the VISTA telescope, and data products from the Cambridge Astronomical Survey Unit. R.K., T.S.F. and R.K.S. acknowledge support from CNPq/Brazil."
962,ATEL #11366,"We obtained an optical spectrum (range 4200-7550 Angs., FWHM resolution = 3.5 Angs.) of ASASSN-18dw (ATel #11359, #11362) on UT 2018 Feb. 27.09 with ModSpec mounted on the MDM 2.4m telescope at KPNO. The spectrum shows a blue continuum with weak, broad H-alpha and H-beta absorption, with narrow emission cores, at z=0. The spectrum also shows the interstellar Na D doublet in absorption with EW=0.9 Angstroms. The spectrum of ASASSN-18dw is consistent with a dwarf nova in outburst."
963,ATEL #11367,"Star, Variables Our team has led a large effort to observe the Classical Be star HD6226 since last August when the amateur spectroscopist Olivier Thizy discovered an outburst corresponding to an epoch where the star builds a decretion disk. The star was previously analyzed by <a href="" "">Bozic et al. (2004)</a> who found the star to have quasi-periodic outbursts. // We have collected over 200 spectra of the outburst that occurred in the time span of August-October 2017, and had successfully proposed to obtain ultraviolet spectra with the Hubble Space Telescope in order to constrain the fundamental parameters of this star, allowing us to build better models of the star+disk system. The UV spectra are scheduled for March 5, 2018 at 7:30-10:00 UT. In order to supplement these data, we obtained recent optical spectroscopy with the APO 3.5 m telescope and echelle spectrograph. Our data showed a large emission feature in the H-alpha profile indicating that the star began building a disk since the last observation in the <a href="" "">BeSS database</a> on 2018 January 24.// Followup spectroscopy was obtained at both the Clarkson University Reynolds Observatory and the University of Toledo's Ritter Observatory on February 27, 2018 UT. The spectra were taken within a few hours of each other with the 0.3 m telescope at Clarkson and an LHIRES III spectrograph equipped with a 1200 grooves/mm grating and with the 1 m telescope at Ritter Observatory with a 1200 grooves/mm grating on a fiber-fed spectrograph. The followup spectroscopy confirm the emission as well as show that the gas moved in the ~day since the APO data were taken. Further reductions are necessary to quantify the changes. // We request further observations of the optical spectrum to quantify this emission episode and disk for modeling purposes. Further, near-infrared observations would help to measure the free-free excess from the disk. Past observations have shown that the star varies in optical light during these outbursts, so optical photometry would be beneficial. //"
964,ATEL #11368,"During the ongoing All Sky Automated Survey for SuperNovae (ASAS-SN, <a href="" "">Shappee et al. 2014</a>), using data from the quadruple 14-cm ""Brutus"" telescope in Haleakala, Hawaii, the quadruple 14-cm ""Leavitt"" telescope in Fort Davis, Texas, the quadruple 14-cm ""Payne-Gaposchkin"" telescope in Sutherland, South Africa, and the quadruple 14-cm ""Cassius"" and ""Paczynski"" telescopes in Cerro Tololo, Chile, we discovered several new transient sources. Properties of the supernovae, as well as associated finding charts showing the archival imaging (left) and the follow-up confirmation image (right) are included in the table below: Object RA (J2000) DEC (J2000) Redshift Disc. UT Date Disc. V mag Approx. Abs. Mag Offset from Host ("") <a href= >ASASSN-18ef</a> (AT 2018yq) 12:15:23.136 27:37:35.13 0.035949 2018-02-22.33 ~18.3 -17.7 0.71 <a href= >ASASSN-18dv</a> (AT 2018yj) 05:03:19.689 -10:58:18.06 Unk 2018-02-25.11 ~17.1 --- 3.30 <a href= >ASASSN-18du</a> (AT 2018yi) 13:38:20.190 -06:15:10.14 0.054971 2018-02-17.23 ~18.1 -18.9 7.92 <a href= >ASASSN-18dt</a> (AT 2018yh) 14:09:01.411 -30:33:25.98 0.023436 2018-02-24.26 ~16.6 -18.6 6.53 <a href= >ASASSN-18dr</a> (AT 2018yg) 12:25:58.541 04:28:26.30 0.018469 2018-02-23.23 ~17.3 -17.3 0.41 Follow-up observations are encouraged. While we are participating in the TNS system to minimize potential confusion, ASAS-SN will continue using ASASSN-18xx transient names as our primary nomenclature (including supernovae, but also other classes of transients), and we encourage others to do the same. We prefer merging the names as ASASSN-18xx (AT 2018xyz) to preserve, rather than anonymize, the origin of the transient. We would like to thank Las Cumbres Observatory and its staff for their continued support of ASAS-SN. ASAS-SN is funded in part by the Gordon and Betty Moore Foundation through grant GBMF5490 to the Ohio State University, NSF grant AST-1515927, the Mt. Cuba Astronomical Foundation, the Center for Cosmology and AstroParticle Physics (CCAPP) at OSU, the Chinese Academy of Sciences South America Center for Astronomy (CASSACA), and the Villum Fonden (Denmark). For more information about the ASAS-SN project, see the <a href= >ASAS-SN Homepage</a> and the list of all <a href= >ASAS-SN transients</a>."
965,ATEL #11362,"ASASSN-18dw was discovered on UT 2018-02-25.14 at g~14.3 as a transient with an amplitude of more than four magnitudes by Stanek et al. (ATel#11359). An analysis of the available archive near-IR photometry is presented in an attempt to constrain the properties of the progenitor. A search in the Two Micron All Sky Syrvey (2MASS; Skrutskie et al. 2006 AJ 131, 1163) and The Deep Near Infrared Southern Sky Survey (DENIS; Epchtein et al. 1997 Msngr 87, 27) databases revealed source counterparts, which properties are summarized below: 2MASS</br> Epoch of observation (JD) = 2451206.5658</br> J = 15.686+/-0.073</br> H = 15.117+/-0.083</br> Ks = 14.902+/-0.140</br> </br> DENIS </br> Epoch of observation (JD) = 2451514.751759</br> I = 16.86+/-0.10</br> J = 15.72+/-0.20</br> In the case of 2MASS All-Sky Release Point Source Catalog the counterpart was located 0.16 arcseconds away from the position reported by Stanek et al. 2018 (ATel#11359) and the DENIS DR3 (September 2005) position is 0.12 arcseconds away. Looking at the J band magnitudes of the source, it is obvious that the source did not show significant variations in brightness between Jan. 28th 1999 and Dec. 2nd 1999. Unfortunately both surveys were conducted simultaneously (1997-2001 for 2MASS versus 1996-2001 for DENIS) and do not give the chance to establish longer variability baseline. Also taking into account that the source was detected only in the I and J bands of DENIS, it is not possible to apply the transformations of Carpenter 2001 (AJ 121, 2851). On the other hand, considering the stable J magnitudes it is possible to combine both datasets and compute colors that will set some limits on the nature of the progenitor. The Galactic Dust Reddening and Extinction service within IRSA gives the following values for the dust extinction in a 2 degrees region around the transient position A_I=0.444, A_J=0.212, A_H=0.135, A_Ks=0.091 and A_V=0.786 magnitudes for the Schlafly & Finkbeiner 2011 (ApJ 737, 103) reddening maps. The corresponding colors, corrected for extinction are: (I-J)_0 = 0.946+/-0.124</br> (J-H)_0 = 0.492+/-0.111</br> (H-Ks)_0 = 0.171+/-0.163</br> Please note that only the errors of the photometry are taken into account when calculating the uncertainties of the colors. Taking into account the uncertainties, these colors are consistent with a main sequence star of K spectral class, according to the data presented by Pecaut & Mamajek 2013 (ApJS 208, 9). They are also consistent with the same spectral and luminosity class according to the data presented in Ducati et al. 2001 (ApJ 558, 309), although some systematic differences in the (I-J) color are present in this case. Only based on the colors, it is not possible to rule out that the progenitor of the outburst does not belong to the giant or supergiant luminosity class. In case of a K main sequence star, utilizing the data of Pecaut & Mamajek 2013 (ApJS 208, 9), a distance modulus between 9.8 and 10.1 could be estimated, which means that the object is located further than the the Orion star forming region. In the case of more luminous object (giant or supergiant), the distance will only increase. Although there is a significant number of heterogeneous photometric data points on the progenitor in different archives, follow up photometry and spectroscopy are crucial to better constrain the properties of the transient."
966,ATEL #11356,"We observed the new X-ray transient MAXI J1813-095 (ATels #11323, #11326, #11332) with the Australia Telescope Compact Array (ATCA) between 2018-02-22 20:52 UT and 2018-02-23 02:59 UT. Our observations were taken simultaneously at 5.5 and 9 GHz, with a bandwidth of 2 GHz at each frequency. We used 1934-658 for flux calibration and 1819-096 for phase calibration. Data were reduced in CASA version 4.7.0 (McMullin et al 2007). Imaging was carried out using a rubustness of 0 and flux densities were measured by fitting for a point source in the image plane. Due to its compact configuration (750B), we did not include the isolated antenna 6 when imaging, leading to angular resolutions of 108"" x 7.31"" and 68.4"" x 4.63"" at 5.5 and 9 GHz, respectively, at a position angle of -177.8 degrees east of north. We significantly detect MAXI J1813-095 at the position (measured at 9 GHz):</br> RA (J2000): 18:13:34.073 +/- 0.014</br> Dec (J2000): -9:32:07.3 +/- 3.7</br> where the 1-sigma errors are the larger of the statistical error from the fitted position (Declination error) or the theoretical statistical error of centroiding (Beam/2*SNR; Right Ascension error). There may be larger systematic errors that we do not include. Using Galactic disk and bulge stellar populations (Juric et al 2008; McMillan 2011) and excluding the potential effect of any natal supernova kick, a source along this line of sight has a likely distance of 8^+6/-2 kpc (1 &sigma; confidence interval). We measure flux densities of 0.69 +/- 0.06 mJy and 0.47 +/- 0.04 mJy at 5.5 and 9 GHz, respectively, implying a radio spectral index of &alpha;= -0.7 +/- 0.2, where S<sub>&nu;</sub> &prop; nu<sup>&alpha;</sup>. Given this spectral index, the radio emission converts to a 5-GHz luminosity of 4*&pi;*&nu; f<sub>&nu;</sub> d<sup>2</sup> = (3.3 +/- 0.4)E29*(d/8kpc)<sup>2</sup> erg/s. Swift/XRT observed MAXI J1813-095 on 2018-02-21 (between 11:40:06 and 11:58:12 UT) and 2018-02-23 (22:25:00 to 22:44:00 UT), bracketing our radio observation. We extracted the data using the online XRT pipeline (Evans et al. 2009) and fit with an absorbed power-law model. On 2018-02-21 we find a best fit with an N_H of (9.6 +/- 0.2)E21<sup>2</sup> and a photon index of 1.45 +/- 0.07, providing an unabsorbed 1-10 keV X-ray flux of (7.8 +/- 0.2)E-10 erg/s/cm<sup>2</sup>, corresponding to a 1-10 keV X-ray luminosity of (5.95 +/- 0.15)E36*(d/8kpc)<sup>2</sup> erg/s. On 2018-02-23, we find an N_H of (1.1 +/- 0.3)E21<sup>2</sup> and a photon index of 1.5 +/- 0.1, providing an unabsorbed 1-10 keV X-ray flux of (7.9 +/- 0.3)E-10 erg/s/cm<sup>2</sup>, corresponding to a 1-10 keV X-ray luminosity of (6.05 +/- 0.15)E36*(d/8kpc)<sup>2</sup> erg/s. The X-ray luminosities and spectrum are consistent with the source being in the low-Eddington part of the hard state, typical of the early part of an outburst. This state is associated with a compact steady jet, as opposed to jet ejecta (which is associated with the transition between the hard and soft state at higher luminosities). Espinasse and Fender (2018) suggested that radio-quiet hard state black hole X-ray binaries (BHXBs) have steeper indices (&alpha;=-0.2+/-0.3) than radio-loud hard state BHXBs (&alpha;=0.2+/-0.2). We measure a spectral index that is consistent with the optically thin spectra expected from jet ejecta (&alpha;~-0.6), potentially consistent with compact jets in radio-quiet hard-state BHXBs, and inconsistent with compact jets in radio-loud hard-state BHXBs. Comparing the luminosities to those of hard-state XBs, MAXI J1813-095 is consistent with radio-quiet BHXBs and radio-loud neutron star XBs; however, we caution that this correlation would not apply to jet ejecta. Given the consistency of the X-ray properties, the radio spectral index and the radio/X-ray correlation with the properties of radio-quiet BHXBs, MAXI J1813-095 may be a radio-quiet BHXB. We thank Jamie Stevens and ATNF staff for making these observations possible."
967,ATEL #11357,"We observed the new transient MAXI J1813-095 (see ATels #11323, #11326, #11332, #11356) from 2018 February 23th 02:57 to 18:13 UTC with INTEGRAL in order to measure the intrinsic properties of the broad-band X-ray spectrum and to obtain more information about the nature of the source. We obtained an effective exposure of about 30ks in both JEM-X and ISGRI. We used the quick look analysis of the NRT data provided by the ISDC for our analysis and combined them with contemporaneous Swift/XRT observations taken later on the same day (ObsID 00010563003). We find that the spectrum between 0.5--200keV is well described by an absorbed power-law with an exponential cutoff at high energies. The best fit parameters are: absorption column N_H = 1.18^{+0.15}_{-0.14}e22 cm^-2, photon index Gamma = 1.57\pm0.10, and cutoff energy E_cut = 140^{+120}_{-50} keV (90% uncertainties). The spectral parameters agree well with the ones reported for the soft spectrum by Kennea et al. (ATel #11326). The measured column density is about a factor of two above the expected Galactic column of ~5e21cm^-2 (Dickey & Lockman, 1990). The unabsorbed flux between 2--100keV is 7.0\pm0.4e-10 erg/s/cm^2, which corresponds to a luminosity of ~5e36 erg/s at 8kpc (see Russell et al., ATel #11356). The improvement using a cutoff-powerlaw over a straight power law seems significant with a Delta Chi^2 of 14 for one more variable parameter, resulting in a chance improvement possibility of 0.2% according to the Akaike Information Criterion (AIC). However, we caution that the exact values and significance may change with the consolidated data. The spectral shape is consistent with the source being a new black-hole transient in a low/hard state, as typically seen during the beginning of an outburst. Further multi-wavelength observations are encouraged to follow-up and monitor MAXI J1813 during its current outburst. We thank the INTEGRAL project scientist, the ISOC, and the ISDC for the prompt processing and scheduling of our DDT observation and their support with the analysis."
968,ATEL #11358,"We report on optical observations of the field of Swift J1658.2-4242 with the Las Cumbres Observatory (LCO) 1-m robotic telescopes. The X-ray (ATel #11306, #11321) and radio (ATel #11322) properties of the source suggest this new transient could be a black hole X-ray binary (BHXB). The source was discovered by Swift BAT on 16 February 2018 (GCN #22416) and was also detected on 14 February 2018 by INTEGRAL (ATel #11306). Possible X-ray pulsations were reported at a frequency of ~0.115 Hz with Swift XRT (ATel #11311), however a follow-up NuSTAR observation detected a periodocity that increased in frequency from ~0.138 Hz to ~0.166 Hz, indicating that this is a QPO, commonly seen in BHXBs in the hard state. A flat radio spectrum observed with ATCA, and the position of the source on the radio - X-ray correlation, favour a BHXB at a distance of > 3 kpc (ATel #11322). There is an optical and infrared source in several catalogues consistent with the position of the radio and X-ray counterpart (ATel #11334, #11342). An optical spectrum of this object taken with the SOAR telescope (ATel #11342) is consistent with a mid to late K star, with foreground extinction E(B-V)=1.4+/-0.1 mag and no accretion signatures. It was unclear from the SOAR observation if the source had brightened from catalogue magnitudes. We observed the field of Swift J1658.2-4242 with the 1-m LCO network of telescopes (the nodes at Cerro Tololo, Chile and the South African Astronomical Observatory (SAAO), South Africa) on 22, 23, 24 and 25 February in the SDSS i' and r'-bands. We detect a single source at the radio position (see link to our finding chart below). The PSF of the object is consistent with being a point source (the seeing was 1.0"" in our best image on 22 Feb), and we detect no other sources close by (the nearest star is 8 arcsec away). Using several stars from the VPHAS+ DR2 survey (<a href="" "">Drew et al 2014, MNRAS, 440, 2036</a>) to calibrate the field, we report the following AB magnitudes for this source: 22 Feb (MJD 58171.3): i_{AB}=19.05 +- 0.06 23 Feb (MJD 58172.1): i_{AB}=19.07 +- 0.06 24 Feb (MJD 58173.3): i_{AB}=19.11 +- 0.07; r_{AB}=20.31 +- 0.11 25 Feb (MJD 58174.3): i_{AB}=19.09 +- 0.05; r_{AB}=20.05 +- 0.06 The VPHAS catalogued AB magnitudes are i_{AB}=19.02 +- 0.04; r_{AB}=20.20 +- 0.09. Our LCO magnitudes agree with the VPHAS values within errors, with no evidence for variability, except possibly a slight brightening in the r'-band filter, although this would need follow-up observations to confirm. All X-ray binaries brighten at optical wavelengths during outburst, so we conclude that this source is very likely to be a foreground line-of-sight star unrelated to the X-ray binary, as the SOAR spectrum also suggested (ATel #11342). However, we note that this chance alignment is surprising given the density of stars in our image (see link to our finding chart below). The total Galactic extinction in this direction is A_v~58.6 mag (ATel #11334), and the neutral hydrogen column measured from X-ray spectroscopy is NH ~ (1.3 - 1.9) x 10^{23} cm^{-2} (ATel #11307, #11310, #11321, #11336). Using the NH/A_v relation of <a href="" "">Zhu et al. (2017, MNRAS, 471, 3494)</a>, this NH corresponds to a dust extinction of A_v ~ 62 - 91 mag. It is therefore not surprising that we do not detect the optical counterpart. Deep infrared observations are encouraged (K-band or longer wavelengths) to attempt to detect the counterpart. The LCO observations are part of an on-going <a href="" "">monitoring campaign</a> of ~ 40 low-mass X-ray binaries (<a href="" "">Lewis et al. 2008</a>) with LCO and the Faulkes Telescopes. This work makes use of observations from the Las Cumbres Observatory (LCO). Swift J1658.2-4242 LCO optical finding chart:  "
969,ATEL #11360,"We report the classification of the transient ASASSN-18ds, detected by the All Sky Automated Survey for SuperNovae (ASAS-SN, Shappee et al. 2014) on 2018-02-24.36 at V~14.3 (Stanek et al. 2018, ATel #11348). Three consecutive observations of 180s, 60s and 80s starting on 2018-02-25 at 09:47 UT were performed with EFOSC2 and Grism 13 (3985-9315, 18 A resolution) mounted on the ESO New Technology Telescope at La Silla. The spectrum is dominated by the strong emission blend of Halpha and [NII]. In addition to the Balmer lines, strong FeII emission lines are present, blended with their respective blue-shifted absorption lines. We interpret the spectrum as that of an FeII-class nova during the pre-maximum phase. Unfortunately, the object is slightly saturated on the R acquisition image. Comparing with the brightest star in the field, USNO 0450.26357218, which is not saturated, we find that the nova is brighter than R=12.4mag during our observation. This confirms that it is still on the rise to maximum. The observations were taken and reduced by students of the ESO/NEON observing school 2018."
970,ATEL #11359,"During the ongoing All Sky Automated Survey for SuperNovae (ASAS-SN, <a href="" "">Shappee et al. 2014</a>), using data from the quadruple 14-cm ""Leavitt"" telescope in Fort Davis, Texas, the quadruple 14-cm ""Payne-Gaposchkin"" telescope in Sutherland, South Africa, and the quadruple 14-cm ""Paczynski"" telescope in Cerro Tololo, Chile, we detect a bright, rapidly raising transient source Object RA (J2000) DEC (J2000) Disc. UT Date Disc. g mag ASASSN-18dw 06:02:04.77 -12:19:50.8 2018-02-25.14 14.3 ASASSN-18dw was discovered in images obtained on UT 2018-02-25.14 at g~14.3. We also detect this source on UT 2018-02-24.087 (g~15.8), UT 2018-02-24.169 (g~15.3), UT 2018-02-25.88 (g~13.8) and UT 2018-02-26.20 (g~13.6). We do not detect (g>17.6) this object in g-band subtracted images taken on UT 2018-02-23.18 and before. The position of ASASSN-18dw matches to a <a href= > reddish PS1 g=18.6, r=17.8 source</a> in the vicinity of the Orion star forming region (there are also <a href= >numerous Vizier matches</a> to other catalogs, including Gaia and GALEX). We have retrieved image subtraction photometry time series at the location of ASASSN-18dw in both V-band and g-band. No previous outbursts or variability are detected at the position of ASASSN-18dw since ASAS-SN started observing this location in October 2013. Follow-up observations, especially spectroscopy, are strongly encouraged. We would like to thank Las Cumbres Observatory and its staff for their continued support of ASAS-SN. ASAS-SN is funded in part by the Gordon and Betty Moore Foundation through grant GBMF5490 to the Ohio State University, NSF grant AST-1515927, the Mt. Cuba Astronomical Foundation, the Center for Cosmology and AstroParticle Physics (CCAPP) at OSU, the Chinese Academy of Sciences South America Center for Astronomy (CASSACA), and the Villum Fonden (Denmark)."
971,ATEL #11353,"We report the classification of the supernova candidate ASASSN-18dl which was discovered as a V~17.6mag transient by the All Sky Automated Survey for SuperNovae (ASAS-SN, Shappee et al. 2014) on 2018-02-21.25 UT. The discovery is reported in ATel #11343 (Stone et al. 2018). A 600s exposure was obtained on 2018-02-25 at 03:26 UT with EFOSC2 and Grism 13 (3985-9315, 18A resolution) mounted on the ESO New Technology Telescope at La Silla. Using SNID (Blondin & Tonry, 2007) we classify the transient as a SNe Ia similar to 2006cf at an age of 2d and an approximate redshift of z=0.033 consistent with the suspected host galaxy 2MASX J10023148+1343409 as given by NASA/IPAC Extragalactic Database (NED). GELATO (Harutyunyan et al., 2008) confirms the SN 1a classification matching 1999ac. Using the redshift z=0.033537 of the host galaxy to correct the SiII 635.5nm absorption line, we determine the expansion velocity as ~10630 km/s. The observation and analysis were performed by students of the ESO/NEON observing school taking place in La Silla right now."
