,number,Text processed
7505,他最近一直很常,
7506,出去玩還是,
7507,他說朋友介紹的,
7508,喔,
7509,朋友介紹然後就在一起了所以他已經完全走出情傷然後現在在戀愛,
7510,我覺得你妹好怪喔都被你妹,
7511,你們只看到沒有一下子有一陣子了他們有曖昧一陣子,
7512,就是喔,
7513,還沒在一起啦其實就是一直在曖昧,
7514,喔因為他跟我說因為他要去當兵了就是他可能覺得比較,
7515,你説那個男的要去當兵,
7516,就是也是今天去當兵跟戴勇輪一樣好像是同一梯的,
7517,今天去當兵喔,
7518,嗯戴勇輪不是也是今天,
7519,今天啊十五號,
7520,對啊戴勇輪,
7521,正常不是替代役喔正常的是這一梯然後,
7522,該不會同那個吧,
7523,你你知道為什麼我昨天問你嗎因為我昨天去裡就是想跟他說就是祝福跟他就是講個話,
7524,他說當兵順利什麼然後我又很怕他想封鎖我,
7525,ha什麼,
7526,明明就是你封鎖他,
7527,你你你怎麼知道他跟你講的喔,
7528,你跟我講的啊,
7529,喔喔喔喔,
7530,你説你封鎖戴勇輪,
7531,那你有跟戴勇輪講喔,
7532,啊,
7533,喔他會難過吧,
7534,他應該自己他那一天還傳簡訊跟我說為什麼我他傳 line 我都不回他,
7535,因為我根本就沒有看到,
7536,eiFB的封鎖很奇怪譬如說某些人然後我想要從此就是以後他發文譬如,
7537,我朋友做 nu  skin 我想要封他可是,
7538,啊去 nu  skin 喔,
7539,舉例啦我舉例我舉例就是我朋友想要他每天 po 一些什麼我瘦身啊什麼什麼的,
7540,就瘦身,
7541,林只平嗎,
7542,我要封鎖他對然後我就我封住他可是我們我們還是好友,
7543,是林只平對不對我也想要封鎖,
7544,就是我可以看不到他的話就對了那我要復原的話要怎麼復我不會用ei所以我現在,
7545,你不能,
7546,好像不行nei,
7547,你是直接封鎖了按封鎖了,
7548,不是不是是他的動態我不要看到這樣子所以我們還是好友關係,
7549,喔那還,
7550,FB可以看到聊天室在旁邊,
7551,可以選擇吧你就去好友那邊選要不要看到就可以,
7552,不然你就把他刪掉然後說uh我不小心刪掉然後你再把他,
7553,然後再重加,
7554,嗯,
7555,可是我的意思是說好像朋友有的是你按到封鎖還是什麼對方不會把你當做好友就,
7556,是刪好友所以他以後看到你它就會顯示什麼未未好友或是其實知的知的道,
7557,沒有你按封鎖的話你,
7558,不會他不會讓你知道如果你刪除好友他你你之後點進去的時候他就會新增好友,
7559,他會設定新增,
7560,那如果你封鎖他的時候你就看不到他所有訊息,
7561,是喔,
7562,然後也不能再新什麼新增啊或什麼的,
7563,嗯,
7564,反正現在孫咪跟張添新還有那個趙悅嚀他們三個好像還蠻常聚會真,
7565,還蠻常的,
7566,嗯我不知道,
7567,張添新是做什麼啊做補習班老師吧,
7568,對啊,
7569,然後那個羅撥是還在每天看他都 po 一些還蠻開心的,
7570,他不是還在唸書,
7571,他研究所喔,
7572,對啊研究所,
7573,師大,
7574,ha他是師大研究所喔,
7575,碩二,
7576,師大,
7577,他這麼厲害喔,
7578,他也有考上政大ei可是他後來去去唸什麼師大,
7579,其實師大也是很多,
7580,他想當老師喔,
7581,他好像蠻想當老師的我,
7582,嗯那天去趙悅嚀家有一次吃飯他就剛好坐我旁邊然後就一霹靂啪啦問我一些聊天,
7583,蠻他還蠻想要當老師喔,
7584,對然後我有把侯配銀就是拿你來跟他聊然後他就喔喔你們很熟我說我知道,
7585,ha是喔,
7586,就是因為去趙悅嚀家就是一個很奇妙的飯局就是剛好那個時候,
7587,然後你就把侯配銀當話題喔,
7588,不是話題啊就是我說ei你跟侯配銀很熟我知道對然後就開始聊他,
7589,蠻蠻健談而且他蠻會做菜的,
7590,就為了你講了什麼,
7591,ha,
7592,他蠻會做菜怎樣煮他有現場煮給你,
7593,超會做菜,
7594,沒有那天飯局就是就是其實那天剛好是我去我打給我問趙悅嚀說ei要不要,
7595,我去看電影他就說不行他有事剛好那時候是禮拜五還禮拜六,
7596,然後剛好孫咪就密我說ei啊既然你們要找一天出去那就反正那就順便就,
7597,就說什麼ei你要不要來趙悅嚀家烤肉他們有一個 party 然後那,
7598,就是就是趙悅嚀帶了兩三個他大學的室友也是台北,
7599,然後他有其中一個室友有一個男朋友,
7600,然後那個那個室友他跟趙悅嚀很好是姊妹淘然後是唸安康高中安康高中我一票人,
7601,啊林正漢啊什麼的我一票人都安康郭星郡他們他們都認識所以就有很多話題,
7602,他男朋友喔他那室友的男朋友幹又高,
7603,是我們那屆的嗎,
7604,超壯跟我們那屆的壯到爆我說哇同學你會不會太高,
7605,壯到爆,
7606,而且比我高比我高,
7607,是巨人症嗎,
7608,叫做,
7609,那個人很 nice ,
7610,ei你説什麼名字,
7611,林正安變好醜喔,
7612,不會啊ha,
7613,叫什麼名字,
7614,叫余子哲還不錯的一個男生高高的然後靦腆靦腆笑笑的笑起來牙齒很白然後,
7615,像盧廣仲有點像盧廣仲的臉,
7616,林正安,
7617,林正安現在變很醜喔,
7618,我覺得林正安 fb 看起來變好醜喔,
7619,就把就留鬍子吧,
7620,就沒有那麼帥,
7621,高以翔有沒有那時候我覺得他還蠻像高以翔,
7622,哪裡啊我以前就覺得ei他好帥喔然後最近看 fb 就覺得林正安,
7623,變醜我不知道ei,
7624,太久沒看到林正安了高中的時候,
7625,我們我們身材好好喔,
7626,他很壯我們同學會的時候靠我們跟他聊天每次問他一些事情,
7627,沒得逞,
7628,他都有點迴避耶,
7629,他都有點迴避耶,
7630,ha,
7631,知道就是同學會不是都問什麼ei你在做什麼,
7632,然後他不想回答,
7633,就我也不知道啊就那樣啊啊每次啊那哪樣他不講我只知道他爸爸是,
7634,裝潢的,
7635,huh可是他之前好多次一直 po 他跟女朋友的閃照一直出去玩啊怎樣怎樣怎樣愛你,
7636,怎樣怎樣怎樣然後我就說奇怪你是不用上班不然就是每次看都在外面然後我,
7637,不好意思問算了我就現在很少聯絡因為我們是我國中我們那一票是有幾個女生,
7638,到外面那回國之後才會聚會或是有誰生日對我有一個朋友是做人力仲介的,
7639,就是還蠻如果你有興趣我可以請他幫你介紹工作,
7640,嗯現在不用我要出國了,
7641,他在哪一家人力仲介啊,
7642,喔獵人頭嗎,
7643,獵人頭的 hunter 那個企圖心要很強我朋友很強勢那個很可怕,
7644,很很能力很強就是,
7645,他賺很多嗎,
7646,錢應該是其次啦還好吧你要多是多多你覺得你覺得,
7647,社會一個男生一個月年薪多少你願意嫁,
7648,他不在意這種吧,
7649,沒有我覺得s如果啊感覺什麼qi扣掉如比如說你想你,
7650,一個又帥又高又有錢可是他沒擔當或者是反正這些另一些那個什麼,
7651,因素都排除你覺得一個男生當然是希望啦你覺得多少你願意嫁,
7652,多少年薪,
7653,至少啦,
7654,年薪很難算ei因為你還要加獎金什麼的,
7655,可是就是加起來,
7656,加起來啊,
7657,全部加起來,
7658,unhuh,
7659,月入五萬我覺得可以,
7660,可以 ok ,
7661,就低於五萬就不行,
7662,低於五萬就會有點少如果要嫁了的話,
7663,你説平均嗎就是加獎金那些年終獎金下去,
7664,沒有沒有就最少然後再加上年終什麼還沒加,
7665,haha五萬喔 go  ban  khoo ,
7666,你覺得lei,
7667,我,
7668,其實我覺得小fe答你他講這答案我覺得我我如果如果我是女生,
7669,覺得差不多也是這樣五萬其實就可以了你不要,
7670,你該不會要到十萬吧,
7671,你不要指望現在男生你不要指望你不要指望現在男生每個人都每個人都很,
7672,沒有我我我原本想說四萬,
7673,喔他想說四萬沒沒已經加年終什麼的,
7674,沒有沒有沒有加,
7675,你是說至少月薪要四萬塊,
7676,嗯,
7677,其實說難不難說容易不容易耶我昨天你哥不是去去人家那個那個那個,
7678,就是他就去她那邊嘛就去 Susan 那邊就是人家做月子中心給,
7679,混到兩點鐘我說你有沒有搞錯啊eh heia 對啊對啊,
7680,人家在坐月子然後你給人家混到兩點鐘他就說沒有啊就,
7681,說叫我留下來跟他一起打電動因為 Rick 買了一台新的主機,
7682,就在月子中心啊,
7683,um,
7684,um然後就兩個兩個男人在那邊打電動打到兩點鐘然後也不管人家,
7685,這樣那 Susan 都沒有睡啊,
7686,有啊啊 Susan 就在旁後面睡啊,
7687,喔可是問題是應該也是睡睡醒來睡睡醒來,
7688,喔因為依照他們兩個打電動的那個電視的音量除非是很好睡的人不然的h-應該是睡不ch-,
7689,不熟睡不成的對啊,
7690,對啊對啊對啊而且而且又有又有外人在的話就是你,
7691,你睡會比較如果說你是坐在沙發上睡就還好可是你,
7692,躺在床上睡你可能就會睡比較不自在,
7693,可是她可能可能她可能對我哥不當外人了吧可能已經像是自己人就像你們,
7694,如果你們四個在那邊她也不覺得拘束到那裡去啊都那麼熟了,
7695,um,
7696,對啊因為Rick可能是這樣想啦可是我我會覺得說人家是去坐月子,
7697,你幹嘛給人家去那麼晚,
7698,對啊那因為那天算那天eh我們跟太宇去吃飯那,
7699,然後你哥就說eh不然去看一下 Susan 她女兒好了,
7700,um,
7701,然後結果去已經我們吃完飯已經九點多了,
7702,he,
7703,快然後到那邊已經快十點了然後去之前我就說可是人家孕婦不,
7704,um產產產婦產後不是應該要,
7705,多休息九點十點就會睡覺了嗎對對對對對對,
7706,那我們這樣給他去不會太晚啊,
7707,um,
7708,然後你哥說不會啦不會啦他就打電話我就說要不然你打問 Rick 好,
7709,看看有沒有門禁然後eh,
7710,真的真的太,
7711,打沒有打電話去的時候 Rick 說喔好啊來,
7712,um,
7713,來,
7714,然後結果去去到差不多十點半左右吧護士進來了,
7715,eh,
7716,他說um你們怎麼還這麼多客人在而且你們客人的量也多了一點,
7717,因為我們三個人嘛,
7718,ha這樣子喔還有限人數喔,
7719,因為通常可能你如果兩個客人因為還有加 Rick ,
7720,um,
7721,所以加 Rick 的話總共客人就有四個人啊,
7722,喔喔喔喔還有太宇嘛那一天還有太宇對啊對啊那天還有太宇啊對對對對對但是如果說只是說 Susan 跟 Rick 的話然後我,
7723,你哥四個人可能就還好一點還好對啊喔喔喔喔然後結果護士就說啊這樣不行喔產後要好好的休息,
7724,那你們這樣子這麼一下來了這麼多人,
7725,umum等一下baby又感染然後又什麼的,
7726,喔,
7727,就講了講了一大堆然後我們就說我就跟你哥講你看吧,
7728,就跟你講ho就被趕出來了,
7729,ha,
7730,對啦就被趕出來了,
7731,eh那 Susan 是月子中心是一個月還是十五天,
7732,她好像最少要住二十天,
7733,喔最少要住二十天,
7734,um,
7735,啊 baby 也是在,
7736,在啊就是你你也是在樓上你你不想要她在房間的時候你想要休息就把她抱上去啊,
7737,喔,
7738,或是你叫護士來把她抱上去,
7739,umumum,
7740,那護士就會照顧她,
7741,喔那家應該不錯吧我哥說在消防不是不是um,
7742,在那個全國電子那邊吧,
7743,對啊對啊後面巷子,
7744,我知道我知道我有印象有一家he我有印象有一家,
7745,喔就是每次那個停車場停路邊停車場停的滿滿滿那邊,
7746,對我有印象那邊有一家但是但是好像看起來還好耶,
7747,就外觀看起來還好,
7748,hea就像住家,
7749,對對對就像住宅那樣子,
7750,um就像住家,
7751,uh,
7752,也沒有什麼特別就裡面就是給你一台電視然後,
7753,一張床一個一個廁所一張床一個沙發就這樣子而已啊,
7754,喔有像像房子那麼大嗎,
7755,um差不多啦差不多差不多ho,
7756,差不多啦只是他不是長條形那個比較正方一點,
7757,um,
7758,對啊唉,
7759,怎麼辦如果是以後結婚的話生小孩的話就好像會擔心到這,
7760,點ha,
7761,會啊,
7762,擔心到什麼,
7763,產後憂鬱症產前憂鬱症婚前憂鬱症婚後憂就會就會感覺說,
7764,女生可能都會想比較多吧,
7765,uh可是我覺得你就找事做啊,
7766,除非你是要常常就是說eh有陪在你身邊啊還是說,
7767,讓她知道說你去哪裡啊或做什麼不要說找不到人讓她心安,
7768, Rick 有陪在她身邊啊,
7769,那她怎麼還會還會不安呢,
7770,那就她會不會真的把她老公捧太高了,
7771,還沒有懷孕的時候就已經很不安了,
7772,ha怎麼會這樣,
7773,對啊,
7774, Susan 會不會太沒自信了一點,
7775,好像耶,
7776,um,
7777,好像很沒有,
7778,我覺得對我覺得太沒自信了一點,
7779,因為,
7780,因為她也她其實也不用那麼的擔心啊,
7781,我是覺得um平常平常如果都有講的話我覺得都,
7782,OK um,
7783,但是你可能自己自己可能稍微注意一下就好了,
7784,對啊就是也不需要說啊一直一直那種提心吊膽的啊那對你你,
7785,擔心那你就叫他介紹他同事給你認識啊,
7786,對啊對啊對啊對不對你認識你熟了eh你就可以看出來你就可以去,
7787,評判說啊這個,
7788,這個人是怎麼樣是怎麼樣對那也不要說啊人家只是真的可能就是當,
7789,而已然後你就這樣會滿困擾的我覺得對啊,
7790,umum沒有因為她可能都在家裡比較沒有出去外面交朋友或是,
7791,做什麼事情對不對對啦她沒有去她沒有在上班而且她在台灣沒有朋友她除了家,
7792,人以外對對對對對所以她會覺得重心都放在放在 Rick 身上,
7793,我有跟她講我說你為什麼不去工作,
7794,hum對我說那你就你如果覺得工作累那你就沒關係啊你,
7795,找一份那種比較輕鬆的工作就算薪水低也沒關係反正,
7796,她之前不是有做家教老師嗎,
7797,做家教她加班她說eh有時候會加班加到九點十點,
7798,她就說我加班加到九點十點點好辛苦喔我說ha你加班加到九點十點,
7799,辛苦那我怎麼辦我都要睡公司了ha,
7800,對啊我說我說你這樣就就九點十點就嫌辛苦,
7801,我說那你你在台灣根本,
7802,找不到工作,
7803,對啊除非除非好啦除非你你,
7804,因為um你自己的當店員正常上下班時間就不會有加班嘛對啊,
7805,也不一定啊有的人像像如果是服務業的話那就很難講了,
7806,服務業對不對服務業的話加班還比較有可能我是覺得除非在自己的公司,
7807,你可能想要早點回家休息或怎麼樣比比較有可能,
7808,em自己的公司才慘勒你想要回去都回不去,
7809,ha,
7810,我是覺得因為我覺得你如果去去你如果是服務業的話,
7811,加班其實算還好啦,
7812,um因為我有朋友她們就是在就是賣衣服的嘛就那種服飾店賣,
7813,的時間到了另外一個同事就來接接第二她們輪班嘛,
7814,第二接第二班嘛就下班了啊對不對那那通常,
7815,沒什麼好加班的頂多就是關如果說你是那種馬路邊頂多關門的時候,
7816,關門的時候umumum喔要整理一下你你你因為通常他會有算整理的那個時間,
7817,喔喔,
7818,他會比如說你你是九點半關門可是你上班時間會是到十點,
7819,喔包括在內因為你還要包括在那個整理啊然後清掃啊因為關店以後,
7820,你要你要打掃嘛所以可能就是你的上班時間就會到十點,
7821,un,
7822,那頂多就是有客人比較晚一點可能你九點半沒有辦法關門那頂多啦,
7823,真的服飾店頂多給你多個十五分鐘就很了不起了那你你,
7824,加減就算再多加班也不會超過一個小時真的,
7825,那她勒那她以後那她以後以後要上班了嗎還是要,
7826,小孩我覺得她應該是不會去上班了吧,
7827,ha因為她說uh昨天 Rick 就在說就是eh,
7828,很堅持餵母奶嘛,
7829,喔,
7830,就是uh現現在是有有在喝一些那種調配配方奶,
7831,可是之前她就是就是um就是她寶寶好像三個小時,
7832,吃一次奶,
7833,umumum,
7834,然後eh變成說她擠奶要擠二個小時,
7835,eheh是喔她奶水不夠然後然後有時候可能擠不出來她就她就她就一直在,
7836,她小孩沒東西吃可是 Rick 就說那擠,
7837,沒有了那你就調配方奶給她喝啊umumum,
7838,然後可是 Susan 就覺得說不行就是母奶是最好的,
7839,um,
7840,然後eh她覺得說這樣子對那個小孩會有影響然後,
7841,可是問題是你沒有母奶餵啊那你怎麼辦,
7842,對啊對啊對啊那怎麼辦,
7843,啊就就就這樣煩惱煩惱然後就煩惱到就有點憂鬱症啊,
7844,就在怕說她寶寶沒有東西喝啊然後我覺得她好像想太多了nei,
7845,然後萬一如果如果如果喝配方奶的話eh會好像,
7846,反正就是可能會影響到她的生長就是她的成eh她的生長,
7847,還是什麼一些什麼機能,
7848,身心啊各方面的,
7849,不知道可能她的她的什麼什麼什麼東西什麼機能會,
7850,會比較比較弱還是怎麼樣我不知道啦但是我覺得,
7851,還好吧,
7852,你想太多了對啊還好吧對啊基本上今天這個小孩生出來又不是弱智,
7853,對啊又不是弱智你怕什麼,
7854,ha,
7855,對啊那只是說你真的沒有了那你就她小孩子還是,
7856,吃啊那你沒有了你要去哪裡生出來那當然就是調配方奶,
7857,對啊,
7858,要不然怎麼辦,
7859,如果你真的沒有的話你還是要想辦法不然怎麼辦小孩子要餓,
7860,吶不知道,
7861,hea,
7862,反正就是就是 Rick 就說她她就是,
7863,沒事就一直一直一直在想一直擔心一直在想,
7864,對啊對啊所以啦,
7865,ha可是如果是在南部的話應該不太可能去月子中心做吧應該都,
7866,在家裡做吧應該是那種婆婆啊媽媽啊就幫你做的那種,
7867,可是那也要看你的婆婆媽媽會不會做啊萬一不會做給你做的不好的話,
7868,對啊,
7869,對啊,
7870,對啊你要有經驗的啦沒有經驗的也是不行啊,
7871,那你以後也會去坐月子中心喔,
7872,我為什麼,
7873,你會做月子中心嗎,
7874,基本上我不想生nei,
7875,是嗎,
7876,對啊,
7877,怎麼會,
7878,為什麼一定要生吶,
7879,有個小孩子作伴啊不是比較可愛嗎一個就好了啊不要說,
7880,喔你自己都養不起來還養什麼小孩啊,
7881,以後嘛又不是現在,
7882,那也要以後你要你要生你要看你幾歲啊,
7883,hea對啊我我說總不可能你五十幾歲還再帶一個小孩十幾歲嘛哪有可能我都問我姑姑講說姑姑為什麼不趕快去 Ava 他們家講啊,
7884,妳們二個都吵吵鬧鬧的,
7885,hum,
7886,該怎麼講她說啊那麼久了應該,
7887,應該是應該差不多了吧十年了嗎妳們有十年了,
7888,沒有啊,
7889,eh沒有嗎,
7890,沒有啊,
7891,九年八年九年八年八年,
7892,喔是喔,
7893,um可是我中間中間也有去別的地方啊又不是真的是,
7894,滿滿八年,
7895,喔妳去芝加哥的時候中間有四年都在念書啊,
7896,he,
7897,對啊,
7898,啊可是有在一起啊,
7899,um,
7900,也有在一起啊,
7901,有在一起啊可是在不同地方啊在不同地方啊,
7902,好怪喔你們,
7903,我覺得我覺得這種事你急不得我覺得就是他有想要結,
7904,那我有想要結eh就剛好啊那 OK 那不能說不能說啊eh他沒有想要結那我很想要結,
7905,那我就一直逼他到時候結婚了到時候他又他又他又在那邊,
7906,說啊都是你啦當初沒事幹嘛一直叫我這麼早結婚,
7907,對對對,
7908,我覺得我不要這樣子那就會像當初那個什麼 Rick ,
7909,不是一直要 Rick 結婚然後 Susan 對啊他還沒有心理準備還沒有作好啊,
7910,um,
7911,對不對,
7912,un,
7913,然後你一直你一直逼他結婚那只是二個人吵架而已啊那我,
7914,現在很好啊那就順其自然啊,
7915,um對啦,
7916,就是你想要結婚的時候喔那就結啊,
7917,m對不對但是還沒有想要結沒有心理準備作好我就不要,
7918,啊因為像像像 Rick 他一開始他也沒有準備,
7919,心理準備要做爸爸連做老公的心理準備都還沒有一下子就直接跳做爸爸,
7920,他不是在規劃中嗎不是計畫中要試看看有沒有 baby 嗎,
7921,他只是試看看啊但是沒想到真的有啊他真的有他自己也嚇一跳,
7922,可是因為至少說你你懷孕期這段時間你還有時間可以,
7923,心理準備um對啊但是還好是要不然如果說假設說今天小孩子是那種,
7924,快就生出來哇那他也沒有心理準備做爸爸真的,
7925,啊他們現在是訂婚訂婚了,
7926,訂婚了,
7927,喔訂婚了反正就是等結婚應該是等她生做完月子吧,
7928,再說了,
7929,um就不能對就不能,
7930,對啊,
7931,ha,
7932,要不要坐過來一點,
7933,好你坐過來一點坐那邊比較好坐嗎,
7934,我我坐這邊比較好坐因為我這邊還可以靠著,
7935,喔因為有點後面去了,
7936,eh我也覺得這樣靠著很舒服,
7937,真的喔,
7938,um,
7939,我把它弄成一堆我有時候,
7940,不是我哥這個,
7941,我有時候也會堆著這個.,
7942,上面它太軟了,
7943,真的嗎不會啊我有時候也是這樣靠著對對對對對對對,
7944,像這樣靠著,
7945,對太軟了m好想吃,
7946,他們兩個去游泳不知道要游到幾點,
7947,應該還好吧一個一個小時二個小時差不多他們幾點去的啊,
7948,四點,
7949,喔才五點而已,
7950,um,
7951,um,
7952,四點,
7953,um不知道 Susan 一直在講說她恢復的不是很好,
7954,因為她子宮還在上面還沒有下來然後我昨天就問 Rick ,
7955,我說我就我就跟 Rick 說eh她如果身體還,
7956,恢復的很好的話你應該要多照顧一點這樣子就是可能需要做什麼按摩啊,
7957,的你就多幫她一點這樣umumumumumum然後 Rick 就說因為她一剛開始去的,
7958,做就是小孩生下來之後她等於說 Susan 就都沒有在顧自己的,
7959,她就一直在顧那個 baby 然後一直到,
7960,喔,
7961,那個 baby 穩定了二個多禮拜了嘛然後她現在才開始在,
7962,自己這樣我就說啊我說怎麼會怎麼會這樣呢我說你們去,
7963,不是就是想要把身體做好就是調好,
7964,對um,
7965,然後去坐月子中心原因就是因為有人幫你看著看著 baby ,
7966,對不對 baby umum那你就可以好好的調好身體啊那怎麼會反過來就是你,
7967,月子沒做好就是你只顧個 baby 然後沒有你的月子也沒做,
7968,對啊,
7969,對啊然後她就說她恢復的很差就對就很慢然後到現在,
7970,二個禮拜了那個子宮還沒有下來,
7971,啊,
7972,對啊然後她就說她就說啊不知道是年紀比較大的關係還是,
7973,她就說eh之前在醫院啊她隔壁床的那個那個,
7974,小姐媽媽了啦,
7975,喔媽媽不是小姐了啊媽媽媽媽她好像年齡跟我差不多吧二十八二十八二十九,
7976,um,
7977,然後她就說她就恢復得很快,
7978, Susan 幾歲啊三十三十一eh我想想看喔 Rick 比我們大一歲嘛然後,
7979,好像不知道比他大比 Rick 大一歲還兩歲,
7980,喔喔那那那可能是真的年紀年齡的關係吧,
7981,我也不知道耶然後反正她就說要唉呦要生小孩就要早,
7982,我說對啊那你那麼晚幹嘛,
7983,她在說你啦,
7984,我說我是沒有想要生的人啊,
7985,在說你,
7986,我是沒有想要生的人但是她是有責任要生的人耶,
7987,是沒錯啦可是,
7988,她是有責任要生的人啊,
7989,對啊可是你哥家有兩個男生就不怕了我很久很久以前就問過你,
7990,了um,
7991,我說eh如果大概我們我們好像在一起的第一年的時候就有問過他了,
7992,那時候他就有說ehm他就有問說以後如果結婚的話會,
7993,會想要跟爸爸媽媽住嗎我說,
7994,你問他的還他問你的,
7995,好像是他問我的吧,
7996,喔一開始是他先問我,
7997,喔,
7998,然後我就說住在一起喔我說不太好吧,
7999,我說可以住住住樓上樓下,
8000,隔壁隔壁附近沒有關係可是住在同一層樓不太好吧,
8001,umumumumum,
8002,對啊然後因為因為畢竟生活習慣不一樣不一樣會吵到,
8003,um,
8004,然後你進進出出也不方便,
8005,umumum,
8006,對啊真的會真的會,
8007,對啊然後所以我說我說最好的就是住附近,
8008,住附近,
8009,對住附近或者是比如說樓上樓下其實如果說是對對對,
8010, apartment 樓上樓下那種um也 okay ,
8011,也 okay ,
8012,對對,
8013,可是就是恩你⌈大門住在同一個,
8014,大門不要是同一個進進出出這樣子,
8015,umumumum對啊,
8016,好像是這樣子吧,
8017,然後他就說um他也這樣覺得我說喔真的嗎然後後來後來他就他就他有問到說eh就是,
8018,那時候好像是不知道是誰在講小孩子的事情就對了然後你哥就,
8019,問說eh那你想生小孩喔我說基本上我不想要生小孩,
8020,啊,
8021,可是就是如果有的話也沒差如果有的話就生啊um可是就是原則上是以自己來講自己不會想生,
8022,喔hum,
8023,對因為我覺得,
8024,ha你是從一開始就不想生喔,
8025,因為我很討厭小孩子吵吵鬧鬧我看到小孩子哭我就想要巴他,
8026,好兇的阿姨喔,
8027,但是如果他很乖的話我就不會啊,
8028,可是自己的小孩就不一樣啊,
8029,自己的小孩在那邊哭我看了更更煩啊我更想巴他啊,
8030,你不要說什麼路上在那邊就是蹲在那邊哭要什麼東西,
8031,要什麼東西沒要到就坐在地上在那邊哭那種我真的很想過去踹他一,
8032,唉唷喂,
8033,eh真的啊我我很討厭小孩子哭尤其是那種你要東西,
8034,不到要不到然後一直哭一直哭一直哭哭到你非要到不可那種,
8035,ehhumhum我很討厭那種小孩很任性的那種小孩,
8036,我很討厭那種小孩umhum可是如果說他是一個很乖很乖的小孩的話那我覺得 OK 啊,
8037,啊我哥嘞,
8038,他他是,
8039,我哥說怎樣,
8040,ha你哥你哥說喔其實也沒差啦反正他還有一,
8041,弟弟啊唉他說就叫弟弟生就好我說喔好,
8042,不用負責任han我是覺得有一個小孩的話感覺比較完整的一個家,
8043,可是我覺得你哥自己本來就是一個小孩啊然後今天生了一個,
8044,然後全部都丟給我帶嗎,
8045,umhum對啊對對不對,
8046,對對對你你你你看他就是就是這種個性啊對啊你看像現在,
8047,也是啊女兒生下來了要幹嘛幹嘛他也是出去他的,
8048,啊,
8049,然後然後就小孩子就是丟給 Susan 啊那回來eh,
8050,在那邊逗女兒逗完了他就去做他的事情,
8051,不是嗎,
8052,umum對啊就是就是eh他想玩的時候就玩,
8053,hum,
8054,可是真的小孩子在照顧不是只有你跟她玩而已啊umumum要對要多用點心,
8055,對啊那你你還要很多事情都要都要去做然後,
8056,比如說小孩子換尿布啊,
8057,這真的um,
8058,對不對餵奶啊餵奶你都已經擠出來了男生也可以餵啊,
8059,啊啊都是 Susan 在餵喔,
8060,都是 Susan 在餵啊尿布也都是 Susan 在換啊,
8061,喔是喔,
8062,他 Rick 去也只是他會換嗎eh妹妹起床了起床了,
8063,ha,
8064,然後你哥去也一直在那邊弄人家啊eh起床了起床了叔叔來,
8065,你了,
8066,他就玩一玩就是玩一玩就就就是就是對,
8067,對他而言小孩就是he我想玩的時候來玩一下um對不對,
8068,um,
8069,如果今天小孩子在那邊哭那你是怎樣,
8070,我不管了,
8071,怎樣繼續睡你的覺然後就很多很多夫妻都會這樣子啊,
8072,就是就是太太產後已經身體很就是很虛很虛um,
8073,然後就算eh因為有些人不像他們那樣在坐月子中心嘛有些,
8074,是在家裡做月子嘛然後他在家裡做月子那寶寶一定是放在旁邊哪,
8075,你又不可能說喔放到放到爸爸媽媽房間去,
8076,umumumumumum小孩子一定是放在自己房間因為要餵奶什麼的比較方便嘛對那所以變成說你小孩一定就在那個房間然後變成說你,
8077,他可能兩三個小時他就要喝一次奶一天二十四小時沒有分,
8078,可是那這樣很累吶,
8079,那那你你媽媽白天這樣子然後晚上也這樣子都,
8080,睡覺喔那又又加上說你產後你要恢復你是不是是不,
8081,對雙重壓力,
8082,一定要有人來幫忙照顧umumumum,
8083,然後我就就像我同我我一個同學啊她,
8084,eh生完以後做月子嘛她在她在她老公家坐月子然後,
8085,就寶寶就變成說就放在他們床旁邊,
8086,umhumhum然後就是小孩子哭啊幹嘛啊起來然後她有時候真的很累喔她半夜真,
8087,很累然後她就跟她老公說老公你幫我起來餵一下奶還是說看一下,
8088,寶寶要幹嘛這樣子要換尿布還是什麼她老公啊你自己去啦,
8089,棉被一蓋起來就繼續睡他的,
8090,啊他真的會這樣喔,
8091,很多人都這樣子啊啊是喔,
8092,然後然後就變成說後來後來就變成說她也是恢復的不,
8093,很好然後um第二胎的時候她第一胎的時候就變成說eh跟第二胎中間,
8094,隔的那兩年幾乎身體都不好,
8095,沒有調好身體沒有調好就是沒有調好而且太累太操累然後就沒有調,
8096,嘛就第二胎的時候就是我朋友她自己的媽媽就說,
8097,回來家裡做月子,
8098,喔honhonhon,
8099,你回來家裡做,
8100,um,
8101,hon然後因為畢竟自己媽媽嘛,
8102,對對對對對對不對一定把你照顧的好好的你你想要好的你要休息她還會把你小孩子抱出去,
8103,你想要umhumhumhum對不對對啊然後然後她就她就第二胎就回家做喔,
8104,她就說喔差很多耶,
8105,啊在家裡做真的是舒服多了,
8106,真的會有差吶,
8107,真的有差啊,
8108,想真的會有差,
8109,她就說她就說um你要睡到幾點媽媽就幫你把,
8110,顧到幾點然後你再起來就好了對啊然後因為你,
8111,你在男生家你總不好意思叫婆婆幫你做吧,
8112,um,
8113,他說eh婆婆麻煩你幫我餵奶,
8114,怎麼可能啊婆婆麻煩你幫我幫我幫我包小孩尿布還要,
8115,就是清洗澡啊幫寶寶洗澡啊什麼的怎麼可能啊,
8116,um真的是對不對真的是你不可能主動去麻煩婆婆除非婆婆就是很愛做就沒事就跑來幫你,
